column_0,name,city,state,address,hours of operation,associated airports,Identifier,contact information.name,contact information.phone,contact information.email,aircraft and equipment rentals.planes,flight training.faa classification,flight training.approved for va training,flight training.services,flight training.DPE inside,flight training.in-house maintenance,flight training.number of aircrafts,flight training.dormitory,flight training.visa for foreign students,training opportunities.certifications,training opportunities.ratings,training opportunities.other advanced training,school_type,city_set,flight_available,fax,flight training.affiliated college/university,aircraft and equipment rentals.equipment,aircraft and equipment rentals.simulator,aircraft and equipment rentals.rotorcraft,club listing last verified
181,Fly Quest Aviation,La Verne,CA,"1925 McKinley Avenue, Suite G La Verne , CA 91750",Part 61,Chino Airport,KCNO,,,,,Part 61,No,Drone/UAS; Ground School,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,G1000,Flight school,Small Town,287,,,,,,
2218,Texas State Technical College,Waco,TX,"3801 Campus Drive, Waco, Texas, 76705 United States",,TSTC Waco Airport,KCNW,,,,,,Yes,Aicraft Maintenance Training; Commercial Pilot Certificate; Air Traffic Controller Training; Aircraft Dispatcher Training,N/A,Yes,23,Yes,F1,Aviation College Degrees and Certifications,,,Aviation college,Town,230,,,,,,
1861,Redtail Jet Center FBO,Moab,UT,"94 W Aviation way Canyonlands Field   U.S. 191 Moab , UT 84532",122.8,Canyonlands Regional Airport,KCNY,Amanda Moore,(435) 260-7421,info@flyredtail.com,Single Engine,,N/A,,N/A,N/A,N/A,N/A,No,Private Pilot,,,Flight school,Small Town,244,(435) 259-4032,,,,,
2057,"Choice Aviation, LLC",Cody,WY,"Yellowstone Regional Airport 3001 Duggleby Drive Cody , WY 82414","Sun - Sat, 7:00 AM to 7:00 PM",Yellowstone Regional Airport,KCOD,Joel Simmons,(307) 587-9262,jsimmons@choiceaviation.com,Multi Engine; Single Engine,Part 141; Part 61,Yes,Biennial Flight Review; Computerized Testing; Ground School; Instrument Proficiency Check; Intro Flight; Simulator,N/A,Yes,3,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine,Complex; High Altitude; High Performance; Mountain Flying; Spin Training; Tailwheel; Turbine,Flight school,Small Town,213,(307) 587-9252,"Northwest College (Powell, WY)",,Procedures Trainer,,
675,Action Flying Service,Hayden Lake,ID,"Coeur D'Alene - Pappy Boyington Field 11101 Airport Drive, Hangar 22 Hayden Lake , ID 83835",By Appointment,Coeur D'Alene Airport - Pappy Boyington Field,KCOE,Contact us,N/A,fly9895V@gmail.com,Single Engine,Part 61,No,,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,,Flight school,Small Town,174,,,,,,
678,Coeur d'Alene Aviation and Maintenance,Hayden,ID,"Coeur d'Alene Airport 11101 N. Airport Drive Hayden , ID 83835","Mon - Sun, 9:00 AM to 5:00 PM",Coeur D'Alene Airport - Pappy Boyington Field,KCOE,Kirk Lauer,(509) 990-0993,info@flycoe.com,Single Engine; Tailwheel,Part 61,No,Examiner; Ground School; Intro Flight; Simulator,Yes,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Private Pilot; Recreational Pilot; Sport Pilot,Instrument,Emergency Maneuvers; Mountain Flying; Tailwheel; Upset Recovery,Flight school,Small Town,172,,,,Procedures Trainer,,
683,No Limits Aviation,Hayden,ID,"10390 North Sensor Avenue Hayden , ID 83835","Mon - Sun, 9:00 AM to 5:00 PM",Coeur D'Alene Airport - Pappy Boyington Field,KCOE,Shane Rogers,(208) 462-0423,shane@nolimitsaviation.com,Light Sport; Multi Engine; Seaplane; Single Engine; Tailwheel,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine; Seaplane,Backcountry Training; Complex; Emergency Maneuvers; Helicopter to Fixed-Wing Transition; High Performance; Mountain Flying; Ski Training; Tailwheel; Upset Recovery,Flight school; Helicopter school,Small Town,172,,,,,,
684,Mountain Maverick Aviation,Hayden,ID,"11101 N Airport Dr Hayden , ID 83835","Mon - Sun, 9:00 AM to 5:00 PM",Coeur D'Alene Airport - Pappy Boyington Field,KCOE,Zach Schmitt,(208) 651-9525,Skylane37@gmail.com,Single Engine; Tailwheel,Part 61,No,Biennial Flight Review; Instrument Proficiency Check; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Private Pilot,Instrument,Tailwheel,Flight school,Small Town,172,,,,,,
375,2FLY Airborne - Merritt Island,Merritt Island,FL,"Merritt Island Airport 900 Airport Road Merritt Island , FL 32952","Sun - Sat, 7:00 AM to 7:00 PM",Merritt Island Airport,KCOI,Adam Brumbaugh,(321) 453-2222,adam@2flygroup.com,Multi Engine; Single Engine,Part 141; Part 61,No,Annual Recurrent Training; Biennial Flight Review; Computerized Testing; Ground School; Intro Flight; Simulator,N/A,N/A,5,Yes,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; Emergency Maneuvers; G1000; Glass Cockpit Transition; Spin Training,Flight school,Small Town,307,(321) 453-3555,,,Advanced Aviation Training Device (AATD),,
505,Space Coast Aviation,Merritt Island,FL,"Merritt Island Airport 900 Airport Road Merritt Island , FL 32952","Mon - Sun, 8:00 AM to 7:00 PM",Merritt Island Airport,KCOI,Jerome Duque,(321) 453-2222,jerome@2flyairborne.com,Multi Engine; Single Engine,Part 141; Part 61,No,Annual Recurrent Training; Biennial Flight Review; Computerized Testing; Ground School; Instrument Proficiency Check; Intro Flight; Simulator; Time Building Programs,N/A,N/A,N/A,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; Emergency Maneuvers; G1000; Glass Cockpit Transition; Spin Training,Flight school,Small Town,307,(321) 453-3555,,,,,
508,Voyager Aviation,Merritt  Island,FL,"Merritt Island Airport 475 Manor Drive Merritt  Island , FL 32952",LoungePilot SuppliesRefreshments & Snack VendingRest RoomsSnooze RoomWeather Briefing Flight Planning Kiosk,Merritt Island Airport,KCOI,Patti Vest,(321) 453-3090,pilotpatti@voyageraviation.com,Multi Engine; Single Engine,Part 141; Part 61,No,Biennial Flight Review; Computerized Testing; Ground School; Intro Flight; Simulator; Time Building Programs,N/A,Yes,9,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine; Rotary Wing,Complex; Emergency Maneuvers; Tailwheel; Upset Recovery,Flight school; Helicopter school,Small Town,307,(321) 453-4443,,,,Helicopter,
542,"Atlantic Helicopters, LLC",Merritt Island,FL,"Merritt Island Airport 475 Manor Drive Merritt Island , FL 32952","Sun - Sat, 8:00 AM to 6:00 PM",Merritt Island Airport,KCOI,Contact us,N/A,info@atlantic-helicopters.com,,Part 141; Part 61,No,,N/A,Yes,N/A,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,Turbine,Flight school,Small Town,307,(321) 453-4443,,,,,
1191,Concord Aviation Services,Concord,NH,"Concord Municipal Airport 71 Airport Road Concord , NH 03301","Sun - Sat, 7:00 AM to 5:00 PM",Concord Municipal Airport,KCON,Dick Meyers,(603) 229-1769,N/A,Single Engine,Part 61,No,Annual Recurrent Training; Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Private Pilot; Recreational Pilot,Instrument,Complex; High Performance,Flight school,Small Town,197,(603) 228-2268,,,,,
1037,"Venture North Aviation, LLC",Cloquet,MN,"Cloquet/Carlton County Airport 125 Wheaton Road Cloquet , MN 55720","Sun - Sat, 8:00 AM to 5:00 PM",Cloquet Carlton County Airport,KCOQ,Bill Stone,(218) 451-0542,bill@venturenortaviation.com,Single Engine,Part 61,No,Computerized Testing; Examiner; Ground School; Intro Flight,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine; Seaplane,Aerobatic; Emergency Maneuvers; Formation; Mountain Flying; Tailwheel; Turbine; Upset Recovery,Flight school,Small Town,178,(218) 451-0542,,,,,
303,Peak Aviation,Colorado Springs,CO,"Colorado Springs Municipal Airport 905 Aviation Way Colorado Springs , CO 80916","Mon - Sat, 9:00 AM to 5:00 PM",City of Colorado Springs Municipal Airport,KCOS,Casey Hale,N/A,info@cospilot.com,Single Engine,Part 61,No,Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot,Instrument,Mountain Flying,Flight school,Medium City,243,(719) 573-4542,,,Procedures Trainer,,
318,ATP Flight School,Colorado Springs,CO,"Colorado Springs Flight School 1575 Aviation Way, Suite 112 Colorado Springs , CO 80916",By Appointment,City of Colorado Springs Municipal Airport,KCOS,,,,,Part 61,No,Ground School,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII,Instrument; Multi-Engine,,Flight school,Medium City,243,,,,,,
319,Rocky Mountain Flight Training Center,Colorado Springs,CO,"325 Hamilton Ave Peterson AFB, Hangar 133 Colorado Springs , CO 80914","Mon - Fri, 7:00 AM to 3:30 PM",City of Colorado Springs Municipal Airport,KCOS,Justin Hoover,(719) 556-4319,justin.hoover.2@spaceforce.mil,Multi Engine; Single Engine,Part 141; Part 61,No,Ground School; Simulator,N/A,N/A,35,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; Helicopter to Fixed-Wing Transition; High Performance; Mountain Flying,Flight school; Helicopter school,Medium City,243,,,,Advanced Aviation Training Device (AATD); Flight Training Device (FTD),,
320,Direct Connect Flight Academy,Colorado Springs,CO,"1055 Aviation Way Colorado Springs , CO 80916","Mon - Fri, 9:00 AM to 5:00 PM",City of Colorado Springs Municipal Airport,KCOS,Ben Dwyer,(303) 517-9999,info@flydcfa.com,Multi Engine; Single Engine,Part 141; Part 61,Yes,,N/A,N/A,N/A,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,,Flight school,Medium City,243,,,,,,
336,Wright Aviation,Colorado Springs,CO,"PO Box 31595 Colorado Springs , CO 80931",By Appointment,City of Colorado Springs Municipal Airport,KCOS,Tye Jones,(719) 659-1539,tye@wrightaviation.com,,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Examiner; Instrument Proficiency Check; Time Building Programs,Yes,N/A,N/A,N/A,No,,,Cirrus; Complex; Glass Cockpit Transition; High Performance,Flight school,Medium City,243,,,,,,
1118,Columbia Jet Center,Columbia,MO,"Columbia Regional Airport 11200 South Airport Dr Columbia , MO 65201","Sun - Sat, 7:00 AM to 9:00 PM",Columbia Regional Airport,KCOU,Customer Support,(573) 443-1576,csr@columbiajet.aero,Single Engine,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Time Building Programs,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Town,192,(573) 443-7283,,,,,
1923,"Horizon Aviation Services, Inc.",Chesapeake,VA,"Chesapeake Regional Airport 2801 Airport Drive Chesapeake , VA 23323","Sun - Sat, 8:00 AM to 8:00 PM",Chesapeake Regional Airport,KCPK,John Beaulieu,(757) 421-9000,info@horizonflightcenter.com,Multi Engine; Single Engine,Part 141; Part 61,Yes,Computerized Testing; Ground School; Simulator,N/A,N/A,7,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine,,Flight school,Small City,211,(757) 421-7165,No,,Advanced Aviation Training Device (AATD),,
1928,Epix Aviation,Chesapeake,VA,"Chesapeake Regional Airport 2802 Airport Rd, Suite 1 Chesapeake , VA 23323","Sun - Sat, 8:00 AM to 6:00 PM",Chesapeake Regional Airport,KCPK,Contact us,N/A,dispatch@epixaviation.com,Aerobatic; Single Engine; Tailwheel,Part 141; Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Time Building Programs,N/A,Yes,13,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,Aerobatic; Complex; G1000; Glass Cockpit Transition; High Performance,Flight school,Small City,211,(757) 421-4972,,,,,
2050,"Rising Wings Aviation, Inc",Casper,WY,"Casper/Natrona County International 7548 Fuller Street Casper , WY 82604","Mon - Fri, 8:00 AM to 5:00 PM",Casper-Natrona County International Airport,KCPR,Brian Parke,N/A,bparke@rising-wings.com,Single Engine,Part 141; Part 61,No,Computerized Testing; Ground School; Intro Flight; Simulator,N/A,Yes,N/A,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,,Flight school; Helicopter school,Town,220,(307) 473-5638,Casper College,,Procedures Trainer,Helicopter,
2087,Casper College,Casper,WY,"125 College Drive, Casper, Wyoming, 82601 United States",,Casper-Natrona County International Airport,KCPR,,,,,,Yes,Aviation College Degrees and Certifications; Commercial Pilot Certificate,N/A,N/A,N/A,N/A,F1,Aviation College Degrees and Certifications,,,Aviation college,Town,220,,,,,,
704,"STL Flight Training, Inc.",Cahokia,IL,"St Louis Downtown Airport 2500 Vector Drive Cahokia , IL 62206","24 hours a day, 7 days a week",St Louis Downtown Airport,KCPS,Ken Kopp,(618) 670-5782,kwkopp762@gmail.com,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Small Town,202,,,,,,
708,North American Helicopter,Mascoutah,IL,"9405 Airport Blvd. Mascoutah , IL 62258",By Appointment,St Louis Downtown Airport,KCPS,,,,,Part 141; Part 61,No,Ground School; Intro Flight,N/A,Yes,N/A,N/A,M1,Commercial; Flight Instructor CFI; Private Pilot,Instrument; Rotary Wing,Turbine,Flight school; Helicopter school,Small Town,199,(618) 337-8509,,,,,
712,Ideal Aviation,Cahokia,IL,"Flight School: 5600 Vector Drive Maintenance: 5200 Omega Drive Cahokia , IL 62206","24 hours a day, 7 days a week",St Louis Downtown Airport,KCPS,Max Gieseke,(618) 215-6162,max@idealaviationstl.com,Multi Engine; Single Engine,Part 141,No,Ground School; Intro Flight,N/A,N/A,3,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; High Performance,Flight school,Small Town,202,,,,,,
1800,Nationwide Aviation,Cleburne,TX,"1650 Airport Drive, #900 Cleburne , TX 76033","24 hours a day, 7 days a week",Cleburne Regional Airport,KCPT,Trevor Hall,(940) 390-0532,trevor@flynationwide.net,Single Engine,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Time Building Programs,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,Companion Co-Pilot,Flight school,Small Town,233,,,,,,
260,Foothill Aviation,San Andreas,CA,"3600 Carol Kennedy Road San Andreas , CA 95249",By Appointment,Calaveras Co Maury Rasmussen Field,KCPU,James Mccloud,(408) 375-8935,jim@foothillaviation.com,,Part 61,No,Annual Recurrent Training; Biennial Flight Review,N/A,N/A,N/A,N/A,No,,Seaplane,Backcountry Training; Mountain Flying; Tailwheel,Flight school,Small Town,264,,,,,,
974,Stick'n Rudder Aero Tours,Chatham,MA,"Chatham Municipal Airport 240 George Ryder Road Chatham , MA 02633","Sun - Sat, 8:00 AM to Dusk",Chatham Municipal Airport,KCQX,Tim Howard,(508) 945-2363,sticknrudderaero@comcast.net,Single Engine,Part 61,No,Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,Companion Co-Pilot,Flight school,Small Town,201,(508) 945-9599,,,,,
405,Beach Banners,Jacksonville,FL,"Jacksonville Executive Airport at Craig 855 Saint Johns Bluff Rd N # 5 Jacksonville , FL 32225",By Appointment,Jacksonville Executive at Craig Airport,KCRG,Contact us,N/A,info@beachbanners.com,,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Sport Pilot,Instrument,Banner Towing; Emergency Maneuvers; Formation; Tailwheel; Upset Recovery,Flight school,Large City,291,,,,,,
418,Sterling Flight Training,Jacksonville,FL,"10794 Craig Blvd Jacksonville , FL 32225","Sun - Sat, 9:00 AM to 5:00 PM",Jacksonville Executive at Craig Airport,KCRG,Alex Osleger,(904) 642-9683,info@sterlingflight.com,Multi Engine; Single Engine,Part 141; Part 61,Yes,Annual Recurrent Training; Biennial Flight Review; Computerized Testing; Ground School; Intro Flight; Simulator,N/A,Yes,7,Yes,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; Emergency Maneuvers; High Performance; Upset Recovery,Flight school,Large City,291,(904) 642-0994,Liberty University; Perdue Unviersity,,Advanced Aviation Training Device (AATD),,
489,ATP Flight School,Jacksonville,FL,"Jacksonville Flight School 10925 Craig Blvd, Suite 603 Jacksonville , FL 32225",By Appointment,Jacksonville Executive at Craig Airport,KCRG,Mike Wisnewski,N/A,mike.wisniewski@allatps.com,Multi Engine; Single Engine,Part 61,No,Computerized Testing; Examiner; Ground School; Simulator,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Emergency Maneuvers; Turbine; Upset Recovery,Flight school,Large City,291,,,,Advanced Aviation Training Device (AATD); Flight Training Device (FTD),,
544,Holladay Aviation,Jacksonville,FL,"855-14 St. Johns Bluff Road Suite 3G Jacksonville , FL 32225",By Appointment,Jacksonville Executive at Craig Airport,KCRG,Meredith Holladay,(904) 423-0790,meredith@holladayaviation.com,Single Engine; Tailwheel,Part 61,No,Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot; Sport Pilot,Instrument,Cirrus; Emergency Maneuvers; Tailwheel,Flight school,Large City,291,,,,,,
222,Pinnacle Aviation Academy,Carlsbad,CA,"McClellan-Palomar Airport 2210 Palomar Airport Road Carlsbad , CA 92011","Mon - Sun, 9:00 AM to 5:00 PM",McClellan-Palomar Airport,KCRQ,Robin Robinson,N/A,robin@pinnacleacademy.com,Multi Engine; Single Engine,Part 141; Part 61,Yes,Annual Recurrent Training; Biennial Flight Review; Computerized Testing; Examiner; Ground School; Intro Flight; Simulator; Time Building Programs,Yes,N/A,10,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; Upset Recovery,Flight school,Town,263,(760) 929-2820,No,,Advanced Aviation Training Device (AATD); Basic Aviation Training Device (BATD),,
247,LOFT,Carlsbad,CA,"McClellan Palomar Airport 6150 Corte Del Cedro Carlsbad , CA 92011",Irregular,McClellan-Palomar Airport,KCRQ,Christina Middleton,(888) 359-5638,info@loft.aero,,Part 142,No,Ground School; Simulator,N/A,N/A,N/A,N/A,No,,,,Flight school,Town,263,(760) 431-5638,,,Advanced Aviation Training Device (AATD); Full Flight Simulator (FFS),,
