Identifier,name,iso_region,State Abbreviation,State,City,Wikipedia Description,type,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,column_13,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
KSYN,Stanton Airfield,US-MN,MN,Minnesota,Dennison,,small_airport,44.475579,-93.016756,920,NA,US,,no,KSYN,SYN,KSYN,SYN,,https://en.wikipedia.org/wiki/Stanton_Airfield,
KSYR,Syracuse Hancock International Airport,US-NY,NY,New York,Syracuse,,large_airport,43.11119843,-76.10630035,421,NA,US,,yes,KSYR,SYR,KSYR,SYR,http://www.syrairport.org/,https://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport,
KSZP,Santa Paula Airport,US-CA,CA,California,Santa Paula,,small_airport,34.34719849,-119.060997,243,NA,US,,no,KSZP,SZP,KSZP,SZP,,https://en.wikipedia.org/wiki/Santa_Paula_Airport,
KSZT,Sandpoint Airport,US-ID,ID,Idaho,Sandpoint,,small_airport,48.29949951,-116.5599976,2131,NA,US,,no,,,KSZT,SZT,http://sandpointairport.com/,https://en.wikipedia.org/wiki/Sandpoint_Airport,S86
KT31,Aero Country Airport,US-TX,TX,Texas,McKinney,,small_airport,33.2085,-96.7422,792,NA,US,,no,,,,T31,,https://en.wikipedia.org/wiki/Aero_Country_Airport,
KT65,Mid Valley Airport,US-TX,TX,Texas,Weslaco,,small_airport,26.177601,-97.973098,70,NA,US,,no,,,KTXW,TXW,http://www.weslacotx.gov/departments/mid-valley-airport,https://en.wikipedia.org/wiki/Mid_Valley_Airport,T65
KT82,Gillespie County Airport,US-TX,TX,Texas,Fredericksburg,,small_airport,30.2432,-98.909203,1695,NA,US,,no,,,KT82,T82,,https://en.wikipedia.org/wiki/Gillespie_County_Airport,
KTBR,Statesboro Bulloch County Airport,US-GA,GA,Georgia,Statesboro,,small_airport,32.48270035,-81.73690033,187,NA,US,,no,KTBR,TBR,KTBR,TBR,,https://en.wikipedia.org/wiki/Statesboro-Bulloch_County_Airport,
KTCL,Tuscaloosa National Airport,US-AL,AL,Alabama,Tuscaloosa,,medium_airport,33.2206,-87.611397,170,NA,US,,no,KTCL,TCL,KTCL,TCL,http://www.tuscaloosa.com/Government/Departments/Transportation/airport,https://en.wikipedia.org/wiki/Tuscaloosa_Regional_Airport,
KTCY,Tracy Municipal Airport,US-CA,CA,California,Tracy,,small_airport,37.68899918,-121.4420013,193,NA,US,,no,,,KTCY,TCY,,https://en.wikipedia.org/wiki/Tracy_Municipal_Airport,
KTDF,Raleigh Regional Airport at Person County,US-NC,NC,North Carolina,Timberlake,,small_airport,36.284901,-78.9842,609,NA,US,,no,,,KTDF,TDF,,https://en.wikipedia.org/wiki/Person_County_Airport,
KTDW,Tradewind Airport,US-TX,TX,Texas,Amarillo,,small_airport,35.16989899,-101.8259964,3649,NA,US,,no,KTDW,TDW,KTDW,TDW,http://tradewindairport.com/index.html,https://en.wikipedia.org/wiki/Tradewind_Airport,
KTEB,Teterboro Airport,US-NJ,NJ,New Jersey,Teterboro,,medium_airport,40.850101,-74.060799,9,NA,US,,yes,KTEB,TEB,KTEB,TEB,http://www.teb.com/,https://en.wikipedia.org/wiki/Teterboro_Airport,"Manhattan, New York City, NYC"
KTHA,Tullahoma Regional Airport William Northern Field,US-TN,TN,Tennessee,Tullahoma,,small_airport,35.3801,-86.246399,1083,NA,US,,no,KTHA,THA,KTHA,THA,http://www.tullahomatn.gov/airport/,https://en.wikipedia.org/wiki/Tullahoma_Regional_Airport,
KTIP,Rantoul National Aviation Center - Frank Elliot field,US-IL,IL,Illinois,Rantoul,,small_airport,40.293598,-88.142403,737,NA,US,,no,,,KTIP,TIP,,https://en.wikipedia.org/wiki/Rantoul_National_Aviation_Center,"Chanute Air Force Base, Chanute Field"
KTIW,Tacoma Narrows Airport,US-WA,WA,Washington,Tacoma,,medium_airport,47.267407,-122.577295,294,NA,US,,yes,KTIW,TIW,KTIW,TIW,,https://en.wikipedia.org/wiki/Tacoma_Narrows_Airport,
KTIX,Space Coast Regional Airport,US-FL,FL,Florida,Titusville,,medium_airport,28.51479912,-80.79920197,34,NA,US,,no,KTIX,TIX,KTIX,TIX,,https://en.wikipedia.org/wiki/Space_Coast_Regional_Airport,
KTKI,McKinney National Airport,US-TX,TX,Texas,Dallas,,small_airport,33.177898,-96.5905,585,NA,US,,no,,,KTKI,TKI,https://www.flytki.com/,https://en.wikipedia.org/wiki/McKinney_National_Airport,Collin County Regional Airport at McKinney
KTLH,Tallahassee Regional Airport,US-FL,FL,Florida,Tallahassee,,medium_airport,30.3965,-84.350304,81,NA,US,,yes,KTLH,TLH,KTLH,TLH,,https://en.wikipedia.org/wiki/Tallahassee_Regional_Airport,
KTMB,Miami Executive Airport,US-FL,FL,Florida,Miami,,medium_airport,25.6479,-80.4328,8,NA,US,,no,KTMB,TMB,KTMB,TMB,http://www.miami-airport.com/kendall_tamiami.asp,https://en.wikipedia.org/wiki/Miami_Executive_Airport,Kendall-Tamiami Executive Airport
KTME,Houston Executive Airport,US-TX,TX,Texas,Houston,,small_airport,29.807199,-95.897903,166,NA,US,,no,,,KTME,TME,,https://en.wikipedia.org/wiki/Houston_Executive_Airport,Formerly 78T
KTNU,Newton Municipal Airport,US-IA,IA,Iowa,Newton,,small_airport,41.6744,-93.021698,953,NA,US,,no,KTNU,TNU,KTNU,TNU,http://www.newtongov.org/index.aspx?nid=189,https://en.wikipedia.org/wiki/Newton_Municipal_Airport_(Iowa),Earl Johnson Field
KTOA,Zamperini Field,US-CA,CA,California,Torrance,,small_airport,33.80339813,-118.3399963,103,NA,US,,no,KTOA,TOA,KTOA,TOA,http://www.torranceca.gov/487.htm,https://en.wikipedia.org/wiki/Zamperini_Field,
KTOI,Troy Municipal Airport at N Kenneth Campbell Field,US-AL,AL,Alabama,Troy,,medium_airport,31.860399,-86.012101,398,NA,US,,no,KTOI,TOI,KTOI,TOI,http://www.troyal.gov/KTOI,https://en.wikipedia.org/wiki/Troy_Municipal_Airport,
KTPA,Tampa International Airport,US-FL,FL,Florida,Tampa,,large_airport,27.9755,-82.533203,26,NA,US,,yes,KTPA,TPA,KTPA,TPA,https://www.tampaairport.com/,https://en.wikipedia.org/wiki/Tampa_International_Airport,
KTPF,Peter O Knight Airport,US-FL,FL,Florida,Tampa,,small_airport,27.91559982,-82.44930267,8,NA,US,,no,KTPF,TPF,KTPF,TPF,http://www.tampaairport.com/peter-o-knight-airport,https://en.wikipedia.org/wiki/Peter_O._Knight_Airport,
KTPL,Draughon Miller Central Texas Regional Airport,US-TX,TX,Texas,Temple,,medium_airport,31.1525,-97.407799,682,NA,US,,no,KTPL,TPL,KTPL,TPL,,https://en.wikipedia.org/wiki/Draughon%E2%80%93Miller_Central_Texas_Regional_Airport,
KTRI,Tri-Cities Regional TN/VA Airport,US-TN,TN,Tennessee,Blountville,,medium_airport,36.475201,-82.407401,1519,NA,US,,yes,KTRI,TRI,KTRI,TRI,,https://en.wikipedia.org/wiki/Tri-Cities_Regional_Airport,
KTRK,Truckee Tahoe Airport,US-CA,CA,California,Truckee,,medium_airport,39.318628,-120.140562,5900,NA,US,,yes,KTRK,TKF,KTRK,TRK,,https://en.wikipedia.org/wiki/Truckee_Tahoe_Airport,
KTRL,Terrell Municipal Airport,US-TX,TX,Texas,Terrell,,small_airport,32.709202,-96.267403,474,NA,US,,no,KTRL,TRL,KTRL,TRL,http://www.terrellairport.com/,https://en.wikipedia.org/wiki/Terrell_Municipal_Airport,Terrell Field
KTRM,Jacqueline Cochran Regional Airport,US-CA,CA,California,Palm Springs,,medium_airport,33.62670135,-116.1600037,-115,NA,US,,no,KTRM,TRM,KTRM,TRM,http://www.rcjcra.com/,https://en.wikipedia.org/wiki/Jacqueline_Cochran_Regional_Airport,"Thermal Airport, Desert Resorts Regional Airport, Thermal AAF"
KTTA,Raleigh Executive Jetport,US-NC,NC,North Carolina,Sanford,,small_airport,35.583698,-79.1008,246,NA,US,,no,,,KTTA,TTA,,https://en.wikipedia.org/wiki/Raleigh_Executive_Jetport,"Raleigh Exec: The Raleigh Executive Jetport, Raleigh Exec Jetport at Sanford-Lee County, Sanford-Lee County Regional Airport"
KTTD,Portland Troutdale Airport,US-OR,OR,Oregon,Portland,,medium_airport,45.54940033,-122.401001,39,NA,US,,no,KTTD,TTD,KTTD,TTD,https://www2.portofportland.com/Airports/Troutdale/,https://en.wikipedia.org/wiki/Portland%E2%80%93Troutdale_Airport,
KTTF,Custer Airport,US-MI,MI,Michigan,Monroe,,small_airport,41.939899,-83.4347,616,NA,US,,no,,,KTTF,TTF,,https://en.wikipedia.org/wiki/Custer_Airport,
KTTN,Trenton Mercer Airport,US-NJ,NJ,New Jersey,Ewing Township,,medium_airport,40.276699,-74.813499,213,NA,US,,yes,KTTN,TTN,KTTN,TTN,,https://en.wikipedia.org/wiki/Trenton-Mercer_Airport,
KTVC,Cherry Capital Airport,US-MI,MI,Michigan,Traverse City,,medium_airport,44.74140167,-85.5821991,624,NA,US,,yes,KTVC,TVC,KTVC,TVC,,https://en.wikipedia.org/wiki/Cherry_Capital_Airport,
KTVF,Thief River Falls Regional Airport,US-MN,MN,Minnesota,Thief River Falls,,medium_airport,48.065701,-96.184998,1119,NA,US,,yes,KTVF,TVF,KTVF,TVF,,https://en.wikipedia.org/wiki/Thief_River_Falls_Regional_Airport,
KTVL,Lake Tahoe Airport,US-CA,CA,California,South Lake Tahoe,,medium_airport,38.89390182,-119.9950027,6264,NA,US,,no,KTVL,TVL,KTVL,TVL,,https://en.wikipedia.org/wiki/Lake_Tahoe_Airport,
KTXK,Texarkana Regional Airport (Webb Field),US-AR,AR,Arkansas,Texarkana,,medium_airport,33.453701,-93.990997,390,NA,US,,yes,KTXK,TXK,KTXK,TXK,,https://en.wikipedia.org/wiki/Texarkana_Regional_Airport,
KTYQ,Indianapolis Executive Airport,US-IN,IN,Indiana,Indianapolis,,small_airport,40.030701,-86.251404,922,NA,US,,no,,,KTYQ,TYQ,,https://en.wikipedia.org/wiki/Indianapolis_Executive_Airport,
KTYR,Tyler Pounds Regional Airport,US-TX,TX,Texas,Tyler,,medium_airport,32.35409927,-95.40239716,544,NA,US,,yes,KTYR,TYR,KTYR,TYR,,https://en.wikipedia.org/wiki/Tyler_Pounds_Regional_Airport,
KTYS,McGhee Tyson Airport,US-TN,TN,Tennessee,Alcoa,,medium_airport,35.811001,-83.994003,981,NA,US,,yes,KTYS,TYS,KTYS,TYS,,https://en.wikipedia.org/wiki/McGhee_Tyson_Airport,Knoxville
KTZR,Bolton Field,US-OH,OH,Ohio,Columbus,,small_airport,39.901199,-83.136902,905,NA,US,,no,,,KTZR,TZR,,https://en.wikipedia.org/wiki/Bolton_Field,
KU42,South Valley Regional Airport,US-UT,UT,Utah,Salt Lake City,,medium_airport,40.619499,-111.992996,4607,NA,US,,no,KSVR,,KSVR,SVR,https://slcairport.com/about-the-airport/general-aviation/south-valley-regional-airport/,https://en.wikipedia.org/wiki/Salt_Lake_City_Municipal_2_Airport,U42
KU76,Mountain Home Municipal Airport,US-ID,ID,Idaho,Mountain Home,,small_airport,43.13130188,-115.7300034,3167,NA,US,,no,,,KU76,U76,,,
KUAO,Aurora State Airport,US-OR,OR,Oregon,Aurora,,medium_airport,45.24710083,-122.7699966,200,NA,US,,no,,,KUAO,UAO,,https://en.wikipedia.org/wiki/Aurora_State_Airport,
KUBE,Cumberland Municipal Airport,US-WI,WI,Wisconsin,Cumberland,,small_airport,45.505969,-91.98012,1241,NA,US,,no,,,KUBE,UBE,,https://en.wikipedia.org/wiki/Cumberland_Municipal_Airport_(Wisconsin),
KUCP,New Castle Municipal Airport,US-PA,PA,Pennsylvania,New Castle,,small_airport,41.02529907,-80.41339874,1070,NA,US,,no,,,KUCP,UCP,http://www.newcastlepa.org/Transportation/Airport/airport.html,https://en.wikipedia.org/wiki/New_Castle_Municipal_Airport,2G7
KUDD,Bermuda Dunes Airport,US-CA,CA,California,Bermuda Dunes,,small_airport,33.748492,-116.275027,73,NA,US,,no,KUDD,UDD,KUDD,UDD,,https://en.wikipedia.org/wiki/Bermuda_Dunes_Airport,
KUES,Waukesha County Airport,US-WI,WI,Wisconsin,Waukesha,,small_airport,43.04100037,-88.23709869,911,NA,US,,no,KUES,UES,KUES,UES,https://www.waukeshacounty.gov/airport/,https://en.wikipedia.org/wiki/Waukesha_County_Airport,
KUGN,Waukegan National Airport,US-IL,IL,Illinois,Chicago/Waukegan,,small_airport,42.42219925,-87.86789703,727,NA,US,,no,KUGN,UGN,KUGN,UGN,http://waukeganport.com/wkgn_airport/,https://en.wikipedia.org/wiki/Waukegan_National_Airport,"Waukegan Regional Airport, Waukegan Memorial Airport"
KUIN,Quincy Regional Airport Baldwin Field,US-IL,IL,Illinois,Quincy,,medium_airport,39.942699,-91.194603,768,NA,US,,yes,KUIN,UIN,KUIN,UIN,,https://en.wikipedia.org/wiki/Quincy_Regional_Airport,
KUKI,Ukiah Municipal Airport,US-CA,CA,California,Ukiah,,medium_airport,39.125999,-123.200996,614,NA,US,,no,KUKI,UKI,KUKI,UKI,http://www.cityofukiah.com/ukiah-airport/,https://en.wikipedia.org/wiki/Ukiah_Municipal_Airport,
KUKT,Quakertown Airport,US-PA,PA,Pennsylvania,Quakertown,,small_airport,40.4352,-75.381897,526,NA,US,,no,KUKT,UKT,KUKT,UKT,http://www.bcaanet.org/quakertown.html,https://en.wikipedia.org/wiki/Quakertown_Airport,
KUMP,Indianapolis Metropolitan Airport,US-IN,IN,Indiana,Indianapolis,,small_airport,39.9352,-86.044998,811,NA,US,,no,,,KUMP,UMP,,https://en.wikipedia.org/wiki/Indianapolis_Metropolitan_Airport,
KUNI,Ohio University Airport,US-OH,OH,Ohio,Albany,,small_airport,39.211839,-82.22949,766,NA,US,,no,KUNI,ATO,KUNI,UNI,,https://en.wikipedia.org/wiki/Gordon_K._Bush_Airport,"Athens, Gordon K Bush Airport, Snyder Field"
KUNU,Dodge County Airport,US-WI,WI,Wisconsin,Juneau,,small_airport,43.42660141,-88.70320129,934,NA,US,,no,KUNU,UNU,KUNU,UNU,http://www.co.dodge.wi.us/index.aspx?page=44,https://en.wikipedia.org/wiki/Dodge_County_Airport,
KUNV,State College Regional Airport,US-PA,PA,Pennsylvania,State College,,medium_airport,40.849374,-77.84852,1239,NA,US,,yes,KUNV,SCE,KUNV,UNV,http://universityparkairport.com/,https://en.wikipedia.org/wiki/University_Park_Airport,University Park
KUUU,Newport State Airport,US-RI,RI,Rhode Island,Newport,,small_airport,41.532398,-71.281502,172,NA,US,,yes,KUUU,NPT,KUUU,UUU,,https://en.wikipedia.org/wiki/Newport_State_Airport_(Rhode_Island),2B4
KUWL,New Castle-Henry County Municipal Airport,US-IN,IN,Indiana,New Castle,,small_airport,39.8759,-85.3265,1088,NA,US,,no,,,KUWL,UWL,https://www.cityofnewcastle.net/department/?structureid=66,https://en.wikipedia.org/wiki/New_Castle-Henry_County_Municipal_Airport,Marlatt Field
KUXL,Southland Field,US-LA,LA,Louisiana,Sulphur,,small_airport,30.131399,-93.376099,10,NA,US,,no,,,KUXL,UXL,,https://en.wikipedia.org/wiki/Southland_Field,
KVAY,South Jersey Regional Airport,US-NJ,NJ,New Jersey,Lumberton,,small_airport,39.942902,-74.845703,53,NA,US,,no,KVAY,LLY,KVAY,VAY,http://southjerseyairport.com/,https://en.wikipedia.org/wiki/South_Jersey_Regional_Airport,"Burlington County Airport, Mount Holly"
KVBT,Bentonville Municipal-Louise M Thaden Field,US-AR,AR,Arkansas,Bentonville,,small_airport,36.345699,-94.219299,1296,NA,US,,no,KVBT,,KVBT,VBT,https://www.bentonvillear.com/385/Airport,https://en.wikipedia.org/wiki/Bentonville_Municipal_Airport,H00
KVCB,Nut Tree Airport,US-CA,CA,California,Vacaville,,small_airport,38.376801,-121.961998,117,NA,US,,no,,,KVCB,VCB,,https://en.wikipedia.org/wiki/Nut_Tree_Airport,
KVDF,Tampa Executive Airport,US-FL,FL,Florida,Tampa,,small_airport,28.01399994,-82.34529877,22,NA,US,,no,,,KVDF,VDF,http://www.tampaairport.com/tampa-executive-airport,https://en.wikipedia.org/wiki/Tampa_Executive_Airport,"X16, Vandenberg Airport"
KVEL,Vernal Regional Airport,US-UT,UT,Utah,Vernal,,medium_airport,40.436214,-109.511661,5278,NA,US,,yes,KVEL,VEL,KVEL,VEL,,https://en.wikipedia.org/wiki/Vernal_Airport,
KVGT,North Las Vegas Metropolitan International Airport,US-NV,NV,Nevada,Las Vegas,,medium_airport,36.210701,-115.194,2205,NA,US,,no,KVGT,VGT,KVGT,VGT,http://www.vgt.aero/index.html,https://en.wikipedia.org/wiki/North_Las_Vegas_Airport,"Northtown Airport, Las Vegas North Air Terminal"
KVIS,Visalia Municipal Airport,US-CA,CA,California,Visalia,,medium_airport,36.318699,-119.392998,295,NA,US,,no,KVIS,VIS,KVIS,VIS,,https://en.wikipedia.org/wiki/Visalia_Municipal_Airport,
KVJI,Virginia Highlands Airport,US-VA,VA,Virginia,Abingdon,,small_airport,36.687099,-82.033302,2087,NA,US,,no,KVJI,VJI,KVJI,VJI,http://www.vahighlandsairport.com/,https://en.wikipedia.org/wiki/Virginia_Highlands_Airport,
KVLD,Valdosta Regional Airport,US-GA,GA,Georgia,Valdosta,,medium_airport,30.78249931,-83.27670288,203,NA,US,,yes,KVLD,VLD,KVLD,VLD,,https://en.wikipedia.org/wiki/Valdosta_Regional_Airport,
KVLL,Oakland Troy Airport,US-MI,MI,Michigan,Troy,,small_airport,42.5429,-83.177902,727,NA,US,,no,,,KVLL,VLL,,https://en.wikipedia.org/wiki/Oakland/Troy_Airport,
KVNC,Venice Municipal Airport,US-FL,FL,Florida,Venice,,small_airport,27.070541,-82.440815,18,NA,US,,no,KVNC,VNC,KVNC,VNC,http://www.venicegov.com/Municipal_links/Airport/airport.asp,https://en.wikipedia.org/wiki/Venice_Municipal_Airport,Venice AAF
KVNW,Van Wert County Airport,US-OH,OH,Ohio,Van Wert,,small_airport,40.8647,-84.609398,785,NA,US,,no,,,KVNW,VNW,,https://en.wikipedia.org/wiki/Van_Wert_County_Airport,
KVNY,Van Nuys Airport,US-CA,CA,California,Van Nuys,,medium_airport,34.20980072,-118.4899979,802,NA,US,,no,KVNY,VNY,KVNY,VNY,,https://en.wikipedia.org/wiki/Van_Nuys_Airport,
KVPS,Destin-Fort Walton Beach Airport,US-FL,FL,Florida,Valparaiso,,medium_airport,30.4832,-86.525398,87,NA,US,,yes,KVPS,VPS,KVPS,VPS,http://www.flyvps.com/,https://en.wikipedia.org/wiki/Destin%E2%80%93Fort_Walton_Beach_Airport,Eglin AFB
KVPZ,Porter County Municipal Airport,US-IN,IN,Indiana,Valparaiso,,medium_airport,41.45399857,-87.00710297,770,NA,US,,no,KVPZ,VPZ,KVPZ,VPZ,http://www.vpz.org/,https://en.wikipedia.org/wiki/Porter_County_Municipal_Airport,
KVQQ,Cecil Airport,US-FL,FL,Florida,Jacksonville,,medium_airport,30.2187,-81.876701,81,NA,US,,no,KVQQ,VQQ,KVQQ,VQQ,http://www.jaxjetport.aero/index.php/cecil-airport/,https://en.wikipedia.org/wiki/Cecil_Field,"NZC, KNCZ, Cecil Field NAS"
KVRB,Vero Beach Regional Airport,US-FL,FL,Florida,Vero Beach,,medium_airport,27.6556,-80.417901,24,NA,US,,yes,KVRB,VRB,KVRB,VRB,http://verobeachairport.org/,https://en.wikipedia.org/wiki/Vero_Beach_Municipal_Airport,Vero Beach Municipal
KVTA,Newark Heath Airport,US-OH,OH,Ohio,Newark,,small_airport,40.02470016,-82.46179962,884,NA,US,,no,,,KVTA,VTA,http://www.newarkheathairport.com/default.htm,https://en.wikipedia.org/wiki/Newark-Heath_Airport,2I8
KVUJ,Stanly County Airport,US-NC,NC,North Carolina,Albemarle,,small_airport,35.41669846,-80.15080261,609,NA,US,,no,,,KVUJ,VUJ,http://www.stanlycountyairport.com/,https://en.wikipedia.org/wiki/Stanly_County_Airport,6A6
KW28,Sequim Valley Airport,US-WA,WA,Washington,Sequim,,small_airport,48.09809875,-123.1869965,144,NA,US,,no,,SQV,W28,W28,http://www.sequimvalleyairport.com/,https://en.wikipedia.org/wiki/Sequim_Valley_Airport,
KW40,Mount Olive Municipal Airport,US-NC,NC,North Carolina,Mount Olive,,small_airport,35.221409,-78.038678,168,NA,US,,no,,,W40,W40,,https://en.wikipedia.org/wiki/Mount_Olive_Municipal_Airport,
KW91,Smith Mountain Lake Airport,US-VA,VA,Virginia,Moneta,,small_airport,37.1077,-79.592499,892,NA,US,,no,,,KW91,W91,,https://en.wikipedia.org/wiki/Smith_Mountain_Lake_Airport,
KWBW,Wilkes Barre Wyoming Valley Airport,US-PA,PA,Pennsylvania,Wilkes-Barre,,small_airport,41.29719925,-75.85119629,545,NA,US,,no,KWBW,WBW,KWBW,WBW,,https://en.wikipedia.org/wiki/Wilkes-Barre_Wyoming_Valley_Airport,
KWDG,Enid Woodring Regional Airport,US-OK,OK,Oklahoma,Enid,,small_airport,36.37919998,-97.79109955,1167,NA,US,,no,KWDG,WDG,KWDG,WDG,http://www.enidairport.com/default.htm,https://en.wikipedia.org/wiki/Enid_Woodring_Regional_Airport,Woodring Airport
KWDR,Barrow County Airport,US-GA,GA,Georgia,Winder,,small_airport,33.98289871,-83.66739655,943,NA,US,,no,KWDR,WDR,KWDR,WDR,http://www.wdrairport.com/,https://en.wikipedia.org/wiki/Barrow_County_Airport,
KWEA,Parker County Airport,US-TX,TX,Texas,Weatherford,,small_airport,32.7463,-97.682404,990,NA,US,,no,KWEA,WEA,KWEA,WEA,,https://en.wikipedia.org/wiki/Parker_County_Airport,
KWHP,Whiteman Airport,US-CA,CA,California,Pacoima,,small_airport,34.2593,-118.413002,1003,NA,US,,no,KWHP,WHP,KWHP,WHP,,https://en.wikipedia.org/wiki/Whiteman_Airport,
KWJF,General William J Fox Airfield,US-CA,CA,California,Lancaster,,medium_airport,34.7411,-118.219002,2351,NA,US,,no,KWJF,WJF,KWJF,WJF,,https://en.wikipedia.org/wiki/General_William_J._Fox_Airfield,
KWMC,Winnemucca Municipal Airport,US-NV,NV,Nevada,Winnemucca,,medium_airport,40.89659882,-117.8059998,4308,NA,US,,no,KWMC,WMC,KWMC,WMC,,https://en.wikipedia.org/wiki/Winnemucca_Municipal_Airport,
KWST,Westerly State Airport,US-RI,RI,Rhode Island,Westerly,,medium_airport,41.349602,-71.803398,81,NA,US,,yes,KWST,WST,KWST,WST,,https://en.wikipedia.org/wiki/Westerly_State_Airport,
KWVI,Watsonville Municipal Airport,US-CA,CA,California,Watsonville,,small_airport,36.93569946,-121.7900009,163,NA,US,,no,KWVI,WVI,KWVI,WVI,,https://en.wikipedia.org/wiki/Watsonville_Municipal_Airport,
KWVL,Waterville Robert Lafleur Airport,US-ME,ME,Maine,Waterville,,small_airport,44.53319931,-69.67549896,333,NA,US,,no,KWVL,WVL,KWVL,WVL,,https://en.wikipedia.org/wiki/Waterville_Robert_LaFleur_Airport,
KWYS,Yellowstone Airport,US-MT,MT,Montana,West Yellowstone,,medium_airport,44.6884,-111.117996,6649,NA,US,,yes,KWYS,WYS,KWYS,WYS,https://yellowstoneairport.mdt.mt.gov,https://en.wikipedia.org/wiki/Yellowstone_Airport,
KX04,Orlando Apopka Airport,US-FL,FL,Florida,Apopka,,small_airport,28.7071991,-81.58170319,143,NA,US,,no,,,KX04,X04,,https://en.wikipedia.org/wiki/Orlando_Apopka_Airport,
KX07,Lake Wales Municipal Airport,US-FL,FL,Florida,Lake Wales,,small_airport,27.893801,-81.620399,127,NA,US,,no,,,KX07,X07,,https://en.wikipedia.org/wiki/Lake_Wales_Municipal_Airport,
KX26,Sebastian Municipal Airport,US-FL,FL,Florida,Sebastian,,small_airport,27.812599,-80.495903,21,NA,US,,no,,,KX26,X26,,https://en.wikipedia.org/wiki/Sebastian_Municipal_Airport,
KX39,Tampa North Aero Park Airport,US-FL,FL,Florida,Tampa,,small_airport,28.22130013,-82.37449646,68,NA,US,,no,,KYO,X39,X39,http://www.tampanorth.com/,,"Wesley Chapel, Topp of Tampa Airport"
KX50,Massey Ranch Airpark,US-FL,FL,Florida,New Smyrna Beach,,small_airport,28.978901,-80.925102,12,NA,US,,no,,,KX50,X50,,https://en.wikipedia.org/wiki/Massey_Ranch_Airpark,
KX51,Miami Homestead General Aviation Airport,US-FL,FL,Florida,Homestead,,small_airport,25.499201,-80.554296,7,NA,US,,no,,,,X51,http://www.miami-airport.com/homestead.asp,https://en.wikipedia.org/wiki/Homestead_General_Aviation_Airport,
KX58,Indiantown Airport,US-FL,FL,Florida,Indiantown,,small_airport,27.03639984,-80.44010162,30,NA,US,,no,,,KX58,X58,,,
KX60,Williston Municipal Airport,US-FL,FL,Florida,Williston,,small_airport,29.35420036,-82.47290039,76,NA,US,,no,,,KX60,X60,,https://en.wikipedia.org/wiki/Williston_Municipal_Airport,
